PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,GRADES_PK_AM,GRADES_KG_AM,GRADES_4_AM,GRADES_8_AM,GRADES_12_AM,GRADES_1_8_AM,GRADES_9_12_AM,GRADES_ALL_AM,GRADES_PK_AS,GRADES_KG_AS,GRADES_4_AS,GRADES_8_AS,GRADES_12_AS,GRADES_1_8_AS,GRADES_9_12_AS,GRADES_ALL_AS,GRADES_PK_HI,GRADES_KG_HI,GRADES_4_HI,GRADES_8_HI,GRADES_12_HI,GRADES_1_8_HI,GRADES_9_12_HI,GRADES_ALL_HI,GRADES_PK_BL,GRADES_KG_BL,GRADES_4_BL,GRADES_8_BL,GRADES_12_BL,GRADES_1_8_BL,GRADES_9_12_BL,GRADES_ALL_BL,GRADES_PK_WH,GRADES_KG_WH,GRADES_4_WH,GRADES_8_WH,GRADES_12_WH,GRADES_1_8_WH,GRADES_9_12_WH,GRADES_ALL_WH,GRADES_PK_HP,GRADES_KG_HP,GRADES_4_HP,GRADES_8_HP,GRADES_12_HP,GRADES_1_8_HP,GRADES_9_12_HP,GRADES_ALL_HP,GRADES_PK_TR,GRADES_KG_TR,GRADES_4_TR,GRADES_8_TR,GRADES_12_TR,GRADES_1_8_TR,GRADES_9_12_TR,GRADES_ALL_TR,GRADES_PK_AMM,GRADES_KG_AMM,GRADES_4_AMM,GRADES_8_AMM,GRADES_12_AMM,GRADES_1_8_AMM,GRADES_9_12_AMM,GRADES_ALL_AMM,GRADES_PK_AMF,GRADES_KG_AMF,GRADES_4_AMF,GRADES_8_AMF,GRADES_12_AMF,GRADES_1_8_AMF,GRADES_9_12_AMF,GRADES_ALL_AMF,GRADES_PK_ASM,GRADES_KG_ASM,GRADES_4_ASM,GRADES_8_ASM,GRADES_12_ASM,GRADES_1_8_ASM,GRADES_9_12_ASM,GRADES_ALL_ASM,GRADES_PK_ASF,GRADES_KG_ASF,GRADES_4_ASF,GRADES_8_ASF,GRADES_12_ASF,GRADES_1_8_ASF,GRADES_9_12_ASF,GRADES_ALL_ASF,GRADES_PK_HIM,GRADES_KG_HIM,GRADES_4_HIM,GRADES_8_HIM,GRADES_12_HIM,GRADES_1_8_HIM,GRADES_9_12_HIM,GRADES_ALL_HIM,GRADES_PK_HIF,GRADES_KG_HIF,GRADES_4_HIF,GRADES_8_HIF,GRADES_12_HIF,GRADES_1_8_HIF,GRADES_9_12_HIF,GRADES_ALL_HIF,GRADES_PK_BLM,GRADES_KG_BLM,GRADES_4_BLM,GRADES_8_BLM,GRADES_12_BLM,GRADES_1_8_BLM,GRADES_9_12_BLM,GRADES_ALL_BLM,GRADES_PK_BLF,GRADES_KG_BLF,GRADES_4_BLF,GRADES_8_BLF,GRADES_12_BLF,GRADES_1_8_BLF,GRADES_9_12_BLF,GRADES_ALL_BLF,GRADES_PK_WHM,GRADES_KG_WHM,GRADES_4_WHM,GRADES_8_WHM,GRADES_12_WHM,GRADES_1_8_WHM,GRADES_9_12_WHM,GRADES_ALL_WHM,GRADES_PK_WHF,GRADES_KG_WHF,GRADES_4_WHF,GRADES_8_WHF,GRADES_12_WHF,GRADES_1_8_WHF,GRADES_9_12_WHF,GRADES_ALL_WHF,GRADES_PK_HPM,GRADES_KG_HPM,GRADES_4_HPM,GRADES_8_HPM,GRADES_12_HPM,GRADES_1_8_HPM,GRADES_9_12_HPM,GRADES_ALL_HPM,GRADES_PK_HPF,GRADES_KG_HPF,GRADES_4_HPF,GRADES_8_HPF,GRADES_12_HPF,GRADES_1_8_HPF,GRADES_9_12_HPF,GRADES_ALL_HPF,GRADES_PK_TRM,GRADES_KG_TRM,GRADES_4_TRM,GRADES_8_TRM,GRADES_12_TRM,GRADES_1_8_TRM,GRADES_9_12_TRM,GRADES_ALL_TRM,GRADES_PK_TRF,GRADES_KG_TRF,GRADES_4_TRF,GRADES_8_TRF,GRADES_12_TRF,GRADES_1_8_TRF,GRADES_9_12_TRF,GRADES_ALL_TRF,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2005_COLORADO,COLORADO,2005,765388,6910296,472246,2954915,3483135,7284280,3380399,2343655,260280,918985,23211,59398,57151,59929,51818,467266,229951,720428,230,679,711,786,539,5625,2639,8494,816,2048,1957,1775,1810,15275,7305,23396,8175,18940,16056,15359,10276,131929,52127,192231,1143,3505,3481,3619,2746,28169,13627,42939,12847,34226,34946,38390,36447,286268,154253,453368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.2158745,280.8240073,223.65613,266.2255436
2005_CONNECTICUT,CONNECTICUT,2005,552512,7898694,401558,2886076,4611060,7452057,4177845,2200133,277388,496778,12774,41206,42876,44680,38662,345725,175354,533853,77,145,159,144,135,1254,586,1917,502,1851,1625,1454,1289,12709,5365,18576,2773,7354,6613,6706,4174,54676,23852,81301,2082,5606,5716,6057,4485,47132,24040,73254,7340,26250,28763,30319,28579,229954,121511,358805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.1207324,281.068953,225.7530197,251.9783912
2005_DELAWARE,DELAWARE,2005,112562,1431710,106513,894498,430699,1480157,761786,424220,62086,172879,680,8511,8896,10492,7555,75448,36298,112426,3,36,41,23,22,237,132,372,21,263,272,277,243,2161,997,3179,60,1148,916,894,358,7498,2394,9952,207,2741,2857,3605,2032,25308,11089,36604,389,4323,4810,5693,4900,40244,21686,62319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7169124,280.9535428,225.8384591,258.7212747
2005_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2005,62306,1109605,167922,0,941683,1085658,459063,450060,38671,134417,5499,5545,5003,5196,3177,41142,18769,65410,7,13,3,4,0,49,6,62,97,98,69,71,88,549,300,946,762,660,505,397,270,3817,1648,6227,4256,4316,4185,4599,2694,34860,16273,55389,377,458,241,125,125,1867,542,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.1222985,245.2157808,190.7873557,254.7879382
2005_FLORIDA,FLORIDA,2005,2645280,23216404,2328513,9940813,10947078,23857012,11270907,6876508,1363005,3803764,47240,203325,195265,208413,157545,1622830,801629,2471699,103,618,585,623,458,4920,2286,7309,706,4389,4467,4460,4485,35245,19254,55205,12557,52414,48324,48397,32507,396983,177081,586621,16073,49246,44740,49927,34789,385627,189516,591216,17801,96658,97149,105006,85306,800055,413492,1231348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.9306496,274.0483769,219.4652222,257.6917319
2005_GEORGIA,GEORGIA,2005,1552758,14724731,1375318,6449103,6900310,14492666,7886069,3954215,658022,1794894,38633,128397,119028,123678,87800,978416,453015,1470064,56,227,167,209,107,1410,646,2112,632,3614,3417,3263,2925,26801,12763,40196,3682,15357,11210,9117,4121,89078,26893,119653,15201,46058,44434,49211,32286,373276,177188,565665,17856,58546,56570,59447,47160,461831,228263,707950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.6357378,272.1915644,214.4309205,250.4310564
2005_HAWAII,HAWAII,2005,183185,2274166,236973,1986615,50578,1765805,1007207,559178,137949,61471,1412,14236,14127,13696,10899,111731,55258,168401,14,115,82,70,29,722,233,969,1004,10222,10129,10119,8163,80812,40964,122780,75,674,675,605,429,5077,2325,7477,59,379,334,309,193,2844,1040,3943,260,2846,2907,2593,2085,22276,10696,33232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0968754,265.6293191,209.5787676,264.7581061
2005_IDAHO,IDAHO,2005,253782,1796035,192039,1023550,580446,1819519,989703,531569,77321,181622,2784,19987,19860,20674,17876,160058,79153,241995,56,275,315,353,250,2694,1148,3898,53,327,306,299,296,2458,1292,3803,370,3008,2723,2596,1634,21820,8401,30591,26,213,226,198,103,1773,627,2426,2279,16164,16290,17228,15593,131313,67685,201277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.6501157,280.9668966,221.8595114,264.0127592
2005_ILLINOIS,ILLINOIS,2005,2072437,21611180,1835598,7152163,12623419,22035569,11063949,6900767,755227,2137191,72131,147726,154372,160911,138518,1260190,631198,1963519,120,251,227,241,351,2036,1541,3697,2514,5599,5773,5800,5899,46771,24370,73655,17127,32946,31410,27580,18592,248052,94880,360059,16947,26453,31066,33132,23212,259948,124680,401575,33473,78243,82687,91921,89364,678096,379483,1091052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.067494,277.6722389,216.48972,266.0093654
2005_INDIANA,INDIANA,2005,1014528,11653165,708922,5224277,5719966,11071431,5343758,3228234,413599,982893,10501,75519,79078,82021,67050,638447,310607,959555,22,233,200,210,155,1631,742,2395,115,1001,997,889,972,7809,3670,11594,891,5572,5028,4194,2473,39394,13530,53815,2046,8918,9749,10571,6509,81640,36292,119978,7427,59795,63099,66153,56936,507934,256352,771713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0690988,281.7149455,218.0725333,238.203093
2005_IOWA,IOWA,2005,478319,4638125,363930,2051926,2222269,4599549,2323233,1301312,214893,538313,6826,37435,34160,38145,37611,281899,157322,446047,61,177,198,229,241,1652,987,2700,118,783,678,696,770,5619,2840,8577,556,2912,2258,1971,1400,17852,6825,25233,531,2027,1825,1938,1353,15309,6779,22619,5560,31536,29201,33311,33847,241467,139891,386918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.8808018,283.8109288,220.8094002,270.5087409
2005_KANSAS,KANSAS,2005,468481,4223632,356865,2360120,1506647,4076597,2174402,1257432,183824,308365,1837,34723,33229,35772,32870,272995,142349,417181,9,499,476,514,414,3960,2025,5994,44,876,845,741,851,6363,3284,9691,179,5035,4126,3887,2426,33698,13175,47052,146,2742,2729,3050,2383,23124,11900,35170,1360,24276,24040,26796,25877,197879,108968,308207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7820465,284.0300535,220.4687493,255.77997
2005_KENTUCKY,KENTUCKY,2005,674502,5444309,646215,3121503,1676591,5750671,2864633,1660844,336579,741433,38125,50266,47639,50701,39157,395406,190975,624506,,139,80,82,58,662,297,,,513,455,457,409,3612,1714,,,1400,1067,931,508,8839,2864,,,5159,4973,5444,3739,41338,19791,,,43055,41064,43787,34443,340955,166309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.4923054,273.9830272,219.9268179,256.8723815
2005_LOUISIANA,LOUISIANA,2005,717625,5975074,844640,2787542,2342892,5941561,3264689,1854202,362965,350658,23328,52937,53121,53832,36735,405817,172444,601589,161,428,459,391,273,3240,1286,4687,352,629,656,605,646,4845,2666,7863,699,1337,1109,1068,586,8479,2975,12153,12023,23957,24930,25419,14505,184295,70301,266619,10093,26586,25967,26349,20725,204958,95216,310267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.2311964,267.7550308,209.1656583,248.505423
2005_MAINE,MAINE,2005,198745,2324789,197651,895595,1231543,2325138,1355800,620991,96318,128520,1894,13766,14198,16692,14683,117831,62007,181732,23,67,67,79,87,579,388,990,8,207,251,206,227,1657,814,2479,9,155,140,136,142,1137,545,1691,14,332,331,293,274,2495,1123,3632,1840,13005,13409,15978,13953,111963,59137,172940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.6914597,281.0585409,224.5777722,264.3017438
2005_MARYLAND,MARYLAND,2005,865561,9906219,670998,3729262,5505959,9782665,5154440,2934277,407619,947970,24219,56858,62347,68400,58766,507494,271449,803162,159,284,222,229,198,2102,942,3203,1194,3210,3361,3351,3452,26593,13959,41746,3387,5518,5165,4538,3089,39684,17024,60095,11057,20876,23295,26763,19768,195372,100663,307092,8422,26970,30304,33519,32259,243743,138861,391026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.4217067,277.9307946,220.0295858,263.5170297
2005_MASSACHUSETTS,MASSACHUSETTS,2005,955225,12976279,761359,5434971,6779949,12726283,7203922,3750687,391078,803602,24617,68242,71410,76223,65635,582539,296511,903667,78,183,207,253,164,1877,803,2758,1333,3510,3488,3330,3020,27152,13069,41554,3032,9728,9199,9817,6267,77031,35296,115359,1451,5075,5611,6670,5553,47961,25956,75368,18200,47991,51747,55220,49981,419305,217973,655478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.337049,291.5135411,231.2794393,261.0136865
2005_MICHIGAN,MICHIGAN,2005,1721351,19106382,1513264,10990030,6603088,20489512,9269314,6479470,841610,1937442,25009,131886,121830,134113,113351,1008809,538642,1572460,265,1270,1146,1317,976,9792,4913,14970,458,3595,3279,2887,2913,25536,12011,38005,1599,7461,5695,5258,3243,46728,18463,66790,6713,24223,24476,27986,15297,208804,102146,317663,15845,94430,86554,96113,90562,712635,399280,1127760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.706003,277.346682,218.2606891,267.0031717
2005_MINNESOTA,MINNESOTA,2005,814660,8777363,529037,5912340,2335986,9082593,4637773,2157574,646632,937357,11633,59666,58563,65416,72173,486194,281486,779313,246,1172,1205,1449,1312,10161,5816,16223,358,3719,3503,3596,3959,28295,15592,44245,774,4427,3569,3059,2517,28678,11246,40698,943,5737,5108,5418,5655,42613,22441,65997,9312,44611,45178,51894,58730,376447,226391,612150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.7461911,290.0749958,225.2265781,266.8312332
2005_MISSISSIPPI,MISSISSIPPI,2005,494382,3639643,552628,1958500,1128515,3610904,1935459,1096574,231190,281713,2488,40346,36787,38907,26383,308149,132192,442829,1,100,54,53,39,540,225,766,12,289,305,274,217,2413,1117,3542,41,800,603,480,199,4691,1334,6066,1867,20341,18515,19661,12785,157871,65899,225637,567,18816,17310,18439,13143,142634,63617,206818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.6988447,262.4562427,204.393607,263.9384184
2005_MISSOURI,MISSOURI,2005,902659,8340865,694008,3640728,4006129,8170965,4224716,2452665,457530,708726,17848,68221,66215,74436,62632,549073,282563,849484,53,262,272,344,212,2279,1096,3428,367,1189,1115,1015,1078,8731,4241,13339,1072,2798,2209,2060,1385,18296,6835,26203,4097,12308,11868,13777,9492,102010,48756,154863,12259,51664,50751,57240,50465,417757,221635,651651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0355476,276.4499393,221.1686228,252.6915933
2005_MONTANA,MONTANA,2005,146552,1293070,191687,578321,523062,1268328,721019,412180,53055,59998,798,10300,10527,12050,11095,86477,47562,134837,121,1316,1238,1377,944,10171,4767,15059,10,113,136,129,161,939,591,1540,24,278,294,264,229,2193,980,3197,13,108,107,94,52,894,289,1196,630,8485,8752,10186,9709,72280,40935,113845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.5754886,286.4320012,224.5521798,269.9834438
2005_NEBRASKA,NEBRASKA,2005,284553,2895640,295968,878576,1721096,2708776,1487488,751435,127968,264339,6463,21888,20290,21998,21419,166704,91591,264758,104,455,330,344,251,2833,1359,4296,146,438,388,355,407,3067,1548,4761,1233,3114,2641,2297,1411,20714,7826,29773,650,1731,1536,1615,1117,13040,6295,19985,4330,16150,15395,17387,18233,127050,74563,205943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.7061785,283.962991,221.3774628,260.7823834
2005_NEVADA,NEVADA,2005,399727,3381646,251421,1996995,1133230,3483540,1665706,926213,115483,584219,2812,29978,32222,33502,20501,262221,116375,381408,47,503,545,547,317,4241,1871,6159,135,2079,2262,2408,1797,18743,9012,27890,840,11904,11510,10910,4685,92756,32821,126417,276,3151,3459,4026,2113,29145,13077,42498,1514,12341,14446,15611,11589,117336,59594,178444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8715955,269.9055855,207.1869744,273.7160629
2005_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2005,202223,2332695,125956,878957,1327782,2333264,1261140,651058,65668,163780,2525,10360,15151,17038,15001,125158,67112,194795,6,34,63,52,41,421,183,610,77,265,333,258,280,2527,1083,3687,79,382,426,400,343,3563,1633,5275,67,245,300,242,186,2297,897,3261,2296,9434,14029,16086,14151,116350,63316,181962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.6259264,285.253357,227.4383241,261.1384723
2005_NEW_JERSEY,NEW_JERSEY,2005,1368959,23026334,937945,9340953,12747436,23023365,11575456,7408034,817943,2179605,26794,93151,98565,103587,92175,806925,407314,1241033,69,193,134,163,165,1407,687,2163,1570,7901,8235,7524,7305,63536,29885,94991,9273,19368,17451,17481,13359,144688,66162,220123,6388,16065,16267,17420,13773,137270,67653,211311,9494,49624,56478,60999,57573,460024,242927,712445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.9789314,283.9026042,223.2983935,268.3566729
2005_NEW_MEXICO,NEW_MEXICO,2005,326102,2982991,480888,2102670,399433,3011696,1395996,955266,149000,466166,6070,25140,23987,25987,19119,198342,97206,301618,695,2408,2384,3053,2378,20613,12494,33802,47,294,343,269,290,2516,1296,3859,3504,14604,13391,13883,8826,110119,48311,161934,140,659,628,617,451,5001,2446,7587,1684,7175,7241,8165,7174,60093,32659,94436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0272183,263.275163,206.7916207,250.5306689
2005_NEW_YORK,NEW_YORK,2005,2816426,43936450,3156023,19202847,21577580,45086872,27866708,11303872,1182179,3342778,40519,189924,196279,216226,173867,1626722,851404,2518645,303,915,955,1250,661,8501,3491,12295,3607,15291,14297,13704,12637,112145,60336,176088,10973,38376,38924,40153,23530,323332,152335,486640,9602,32930,36132,42122,26865,312170,161768,483540,16034,102412,105971,118997,110174,870574,473474,1360082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.1739767,279.7162537,222.6952,264.6593688
2005_NORTH_CAROLINA,NORTH_CAROLINA,2005,1347177,11098165,1116670,6440768,3540727,10917913,6160224,3039968,580213,791873,9847,116829,105392,111894,82267,876442,413318,1299607,158,1788,1544,1653,900,13020,5497,18675,184,2533,2314,2193,1903,18425,8670,27279,1480,14060,9930,7848,3544,79548,23417,104445,4013,35808,32521,36380,23649,276741,129717,410471,4012,62640,59083,63820,52271,488708,246017,738737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.2355493,281.8251366,217.1344487,269.2241297
2005_NORTH_DAKOTA,NORTH_DAKOTA,2005,100413,969520,148482,341066,479972,985502,501563,258404,64839,88341,1052,6579,7016,7993,7889,58007,32645,91704,130,578,584,740,450,5102,2673,7905,12,89,78,61,69,525,305,842,15,171,131,141,95,1080,407,1502,22,147,133,102,74,966,388,1376,873,5594,6090,6949,7201,50334,28872,80079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.7369951,286.9609534,224.8108467,267.4556943
2005_OHIO,OHIO,2005,1778784,19746239,1413888,8313858,10018493,19785561,9700668,6526386,830761,2046199,29791,135854,131691,144869,130436,1095686,578352,1703829,44,194,179,194,159,1566,770,2380,370,2097,1945,1684,1772,15195,7368,22933,998,4027,3386,3085,2203,27183,11206,39387,4886,21842,21767,24813,17684,185488,93351,283725,22359,102073,100212,112042,107052,833194,456808,1312361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.1059352,283.2517747,222.5332538,252.8690625
2005_OKLAHOMA,OKLAHOMA,2005,629145,4892548,678448,2440741,1773359,4785987,2303527,1569038,467321,397131,33418,48667,44194,47812,38013,372169,176683,582270,5963,8963,8651,9376,6834,72035,32470,110468,522,767,758,768,757,6010,3281,9813,3760,5413,4242,3826,2187,34937,12036,50733,3397,5480,4819,5151,3624,41081,18709,63187,19776,28044,25724,28691,24611,218106,110187,348069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.9553288,271.3599024,213.8614501,269.6512703
2005_OREGON,OREGON,2005,550502,5022050,498217,2440758,2083075,5597579,2671228,1680005,181133,364717,1049,39759,42071,44046,39414,338084,172185,511318,20,829,961,1095,843,7932,4187,12139,117,1972,2117,2005,2000,16186,8054,24357,336,7752,7254,6220,4395,56433,20840,77609,228,1281,1351,1294,1055,10752,4758,15738,348,25914,29134,32348,31121,236572,132607,369527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.3249306,282.2373254,216.8999802,269.4232281
2005_PENNSYLVANIA,PENNSYLVANIA,2005,1755560,22657782,1750988,7667114,13239680,23183924,11284717,6638401,920319,1914407,8790,127065,131236,148957,135778,1089528,600857,1699175,13,230,201,248,186,1587,847,2447,244,3540,3496,3212,3411,27540,13979,41763,1626,9749,8914,8963,5841,73951,32249,107826,5070,20745,21079,23992,17381,179151,90013,274234,1837,92801,97546,112542,108959,807299,463769,1272905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.5729633,280.7138351,222.7719804,251.0333307
